"","orig.ident","nCount_RNA","nFeature_RNA","Donor","celltype","RNA_snn_res.0.5","seurat_clusters","S.Score","G2M.Score","Phase","old.ident","nCount_SCT","nFeature_SCT","SCT_snn_res.3"
"HIP043.2760","SeuratProject",1544,960,"H4","CD16 Monocyte","5","8",-0.0178074173357535,-0.0465506963501803,"G1","5",1619,960,"8"
"HIP043.2809","SeuratProject",1697,972,"H4","CD14 Monocyte","3","1",-0.0662857160576007,-0.102003787881577,"G1","3",1731,972,"1"
"HIP043.2873","SeuratProject",1799,980,"H4","CD14 Monocyte","3","3",-0.0151150614681076,-0.0589317049605858,"G1","3",1807,978,"3"
"HIP043.2919","SeuratProject",1934,976,"H4","CD14 Monocyte","3","9",0.0227973262403867,-0.116912334452176,"S","3",1918,976,"9"
"HIP043.2990","SeuratProject",1993,999,"H4","CD14 Monocyte","3","1",-0.0729790805636878,-0.0812136757561612,"G1","3",1957,999,"1"
"HIP043.3014","SeuratProject",1857,998,"H4","CD14 Monocyte","3","2",-0.0550385024075111,-0.0722906852654244,"G1","3",1857,998,"2"
"HIP043.3018","SeuratProject",1712,1010,"H4","CD16 Monocyte","10","8",-0.0254213005044646,-0.0561113289895702,"G1","10",1737,1010,"8"
"HIP043.3024","SeuratProject",1772,1006,"H4","CD14 Monocyte","10","19",-0.0137038219748889,-0.0928652569273681,"G1","10",1788,1006,"19"
"HIP043.3025","SeuratProject",1833,1006,"H4","CD14 Monocyte","3","4",-0.0230415871252635,0.0215893064567254,"G2M","3",1837,1005,"4"
"HIP043.3030","SeuratProject",1602,1003,"H4","CD16 Monocyte","10","6",-0.0723541172685056,-0.0086403164716972,"G1","10",1664,1003,"6"
"HIP043.3096","SeuratProject",2044,1010,"H4","CD14 Monocyte","3","18",-0.0176593326178845,0.000983654100131223,"G2M","3",1986,1010,"18"
"HIP043.3123","SeuratProject",2106,1003,"H4","CD14 Monocyte","3","2",-0.0236510893999391,-0.0760751527325288,"G1","3",2014,1003,"2"
"HIP043.3153","SeuratProject",2248,1025,"H4","CD14 Monocyte","3","18",-0.0200549844184922,0.0197877275029485,"G2M","3",2071,1025,"18"
"HIP043.3157","SeuratProject",1877,1030,"H4","CD14 Monocyte","3","16",-0.0671782305199233,-0.079842723092804,"G1","3",1873,1030,"16"
"HIP043.3162","SeuratProject",1785,1028,"H4","CD16 Monocyte","5","8",-0.0330084749860039,-0.0824747759223484,"G1","5",1794,1028,"8"
"HIP043.3199","SeuratProject",2296,1026,"H4","CD14 Monocyte","3","2",-0.0237790477582303,-0.102221969207931,"G1","3",2085,1025,"2"
"HIP043.3207","SeuratProject",2358,1020,"H4","CD14 Monocyte","3","2",0.0141962052765169,-0.0410651102209454,"S","3",2114,1020,"2"
"HIP043.3210","SeuratProject",1961,1032,"H4","CD14 Monocyte","3","1",-0.0255975591816907,-0.0084552041738138,"G1","3",1935,1032,"1"
"HIP043.3240","SeuratProject",1924,1027,"H4","CD16 Monocyte","5","8",-0.0341583220535615,-0.0914138496175264,"G1","5",1914,1027,"8"
"HIP043.3290","SeuratProject",1915,1053,"H4","CD14 Monocyte","3","10",-0.0193875960468117,0.0255937011810445,"G2M","3",1907,1053,"10"
"HIP043.3307","SeuratProject",1719,1029,"H4","CD16 Monocyte","5","8",-0.069444228837645,-0.0786240447543007,"G1","5",1745,1028,"8"
"HIP043.3330","SeuratProject",2013,1054,"H4","CD16 Monocyte","5","4",-0.0389110529524117,-0.0824830173656147,"G1","5",1975,1054,"4"
"HIP043.3363","SeuratProject",2130,1066,"H4","CD16 Monocyte","5","4",-0.0641834859993719,-0.0974290346534142,"G1","5",2031,1065,"4"
"HIP043.3374","SeuratProject",2130,1053,"H4","CD14 Monocyte","3","2",-0.0282136880825219,-0.0910420943320521,"G1","3",2033,1053,"2"
"HIP043.3401","SeuratProject",1820,1055,"H4","CD16 Monocyte","5","4",-0.0218669559263622,-0.0395306187101738,"G1","5",1825,1055,"4"
"HIP043.3405","SeuratProject",2610,1060,"H4","CD16 Monocyte","5","20",-0.0154174695618839,0.0154155872991192,"G2M","5",2159,1054,"20"
"HIP043.3421","SeuratProject",2024,1082,"H4","CD14 Monocyte","3","16",-0.0725945489712015,-0.112241893501225,"G1","3",1981,1079,"16"
"HIP043.3467","SeuratProject",1957,1088,"H4","CD16 Monocyte","5","4",-0.0756917640765436,-0.0893959052554808,"G1","5",1941,1088,"4"
"HIP043.3473","SeuratProject",1872,1089,"H4","CD16 Monocyte","5","16",0.0634649679112264,0.00143319394212842,"S","5",1871,1089,"16"
"HIP043.3476","SeuratProject",2091,1087,"H4","CD16 Monocyte","5","19",-0.00489533430201884,-0.0452987522010201,"G1","5",2033,1087,"19"
"HIP043.3497","SeuratProject",2041,1084,"H4","CD16 Monocyte","5","4",0.0180847092284843,-0.00225817950605861,"S","5",1987,1084,"4"
"HIP043.3515","SeuratProject",1744,1106,"H4","CD16 Monocyte","10","4",0.0614129218748737,-0.100327644789221,"S","10",1758,1105,"4"
"HIP043.3548","SeuratProject",2327,1087,"H4","CD14 Monocyte","3","18",-0.0364636737275733,-0.121207332770367,"G1","3",2115,1086,"18"
"HIP043.3552","SeuratProject",2077,1098,"H4","CD14 Monocyte","3","1",-0.0646700297437612,-0.0663213424700785,"G1","3",2020,1098,"1"
"HIP043.3558","SeuratProject",1992,1100,"H4","CD14 Monocyte","3","1",-0.0724866595220293,-0.0411893791374373,"G1","3",1963,1100,"1"
"HIP043.3562","SeuratProject",2131,1095,"H4","DC","11","10",0.01396904208212,-0.0806405312535314,"S","11",2038,1094,"10"
"HIP043.3575","SeuratProject",2096,1109,"H4","CD14 Monocyte","3","18",0.00639165715022161,-0.038765439417553,"S","3",2029,1108,"18"
"HIP043.3631","SeuratProject",2013,1116,"H4","CD16 Monocyte","5","4",-0.0409005277104276,-0.0704903086768195,"G1","5",1984,1116,"4"
"HIP043.3646","SeuratProject",2060,1115,"H4","CD14 Monocyte","3","11",-0.0248981056186813,-0.0607894926929287,"G1","3",2006,1115,"11"
"HIP043.3661","SeuratProject",1908,1129,"H4","CD16 Monocyte","5","19",0.00537259710834119,-0.0350985404768663,"S","5",1902,1129,"19"
"HIP043.3666","SeuratProject",2041,1139,"H4","CD16 Monocyte","5","4",-0.040578617571892,-0.0694289826304324,"G1","5",2000,1139,"4"
"HIP043.3675","SeuratProject",2148,1130,"H4","CD16 Monocyte","5","8",-0.0708710231671305,-0.00662033620335652,"G1","5",2070,1129,"8"
"HIP043.3682","SeuratProject",1989,1136,"H4","CD16 Monocyte","5","4",0.0139586041494145,-0.00579783794159845,"S","5",1963,1136,"4"
"HIP043.3699","SeuratProject",2399,1130,"H4","CD14 Monocyte","3","18",-0.0755194477787362,-0.0505070490782993,"G1","3",2154,1129,"18"
"HIP043.3713","SeuratProject",2101,1142,"H4","CD16 Monocyte","5","4",0.0095388062802594,-0.110959090005193,"S","5",2037,1142,"4"
"HIP043.3715","SeuratProject",2127,1135,"H4","CD14 Monocyte","3","2",-0.0784447002763581,-0.0620975494956505,"G1","3",2045,1135,"2"
"HIP043.3728","SeuratProject",2160,1127,"H4","CD16 Monocyte","5","8",0.0483983414468773,-0.0171658505154628,"S","5",2058,1125,"8"
"HIP043.3748","SeuratProject",2351,1145,"H4","CD16 Monocyte","5","0",0.0317909436629545,-0.0879686877938007,"S","5",2140,1144,"0"
"HIP043.3788","SeuratProject",2577,1164,"H4","CD14 Monocyte","3","18",-0.0709486482967245,-0.126125086242935,"G1","3",2189,1162,"18"
"HIP043.3829","SeuratProject",1961,1166,"H4","CD16 Monocyte","10","6",-0.0675744362208876,-0.096678662184223,"G1","10",1946,1166,"6"
"HIP043.3849","SeuratProject",2127,1168,"H4","CD14 Monocyte","3","17",-0.0814631478501613,-0.0529510824570927,"G1","3",2055,1167,"17"
"HIP043.3865","SeuratProject",2354,1163,"H4","CD14 Monocyte","3","1",-0.0707949783770486,-0.0580613757680272,"G1","3",2155,1163,"1"
"HIP043.3868","SeuratProject",2408,1170,"H4","CD14 Monocyte","3","1",-0.0804642739419698,-0.0116667993980382,"G1","3",2167,1170,"1"
"HIP043.3875","SeuratProject",2286,1178,"H4","CD16 Monocyte","5","4",0.00716985398308748,0.0231628526284858,"G2M","5",2130,1178,"4"
"HIP043.3879","SeuratProject",2370,1181,"H4","CD14 Monocyte","3","1",-0.0801086094297929,-0.0624322012048689,"G1","3",2162,1181,"1"
"HIP043.3880","SeuratProject",2565,1173,"H4","CD14 Monocyte","3","1",-0.0298608409509703,0.00847493968020221,"G2M","3",2194,1171,"1"
"HIP043.3907","SeuratProject",2184,1186,"H4","CD14 Monocyte","3","1",-0.026433949584013,-0.0501170482465717,"G1","3",2091,1186,"1"
"HIP043.3977","SeuratProject",2338,1197,"H4","DC","11","11",-0.058887603740787,-0.0449973140496246,"G1","11",2146,1197,"11"
"HIP043.4004","SeuratProject",2211,1208,"H4","CD16 Monocyte","5","4",-0.0354428878827708,-0.0189734036082919,"G1","5",2106,1208,"4"
"HIP043.4019","SeuratProject",2482,1212,"H4","CD16 Monocyte","5","4",-0.00647801987337003,0.0307070952303949,"G2M","5",2186,1209,"4"
"HIP043.4038","SeuratProject",2364,1223,"H4","CD14 Monocyte","3","18",-0.0330841097252146,-0.122295257447244,"G1","3",2162,1222,"18"
"HIP043.4062","SeuratProject",2506,1225,"H4","CD16 Monocyte","5","8",-0.0390902318238787,0.00938789066363022,"G2M","5",2198,1222,"8"
"HIP043.4068","SeuratProject",2351,1222,"H4","CD14 Monocyte","3","18",0.00787394268634384,-0.0276537112551155,"S","3",2153,1222,"18"
"HIP043.4088","SeuratProject",3114,1237,"H4","CD14 Monocyte","3","18",-0.0166372871694878,-0.0888491718972352,"G1","3",2223,1212,"18"
"HIP043.4092","SeuratProject",2325,1211,"H4","CD14 Monocyte","3","1",-0.0892492987521787,-0.0595383922550958,"G1","3",2143,1209,"1"
"HIP043.4096","SeuratProject",2499,1244,"H4","CD14 Monocyte","3","18",-0.073309016241986,-0.0411201162397838,"G1","3",2194,1242,"18"
"HIP043.4102","SeuratProject",2494,1249,"H4","DC","11","3",0.044568595948648,0.0205614604453593,"S","11",2196,1249,"3"
"HIP043.4113","SeuratProject",2222,1234,"H4","CD16 Monocyte","10","0",-0.0812188409450245,-0.0821668473411143,"G1","10",2111,1234,"0"
"HIP043.4127","SeuratProject",2119,1255,"H4","CD16 Monocyte","5","0",0.00689406979215676,-0.0693091533196257,"S","5",2071,1255,"0"
"HIP043.4142","SeuratProject",2449,1254,"H4","CD16 Monocyte","5","0",-0.0792887258653849,-0.0629225599289489,"G1","5",2201,1254,"0"
"HIP043.4157","SeuratProject",2913,1238,"H4","CD16 Monocyte","5","8",-0.0721433333762152,-0.0909302983178782,"G1","5",2229,1227,"8"
"HIP043.4182","SeuratProject",2508,1265,"H4","CD14 Monocyte","3","18",0.00944808140347751,-0.0987417499861322,"S","3",2217,1265,"18"
"HIP043.4201","SeuratProject",2222,1269,"H4","CD16 Monocyte","5","4",0.0103679943806033,-0.0646335455500124,"S","5",2115,1268,"4"
"HIP043.4217","SeuratProject",3114,1264,"H4","CD14 Monocyte","3","18",0.0289095541562579,0.0811931823373051,"G2M","3",2234,1247,"18"
"HIP043.4220","SeuratProject",2788,1280,"H4","CD14 Monocyte","3","18",-0.0384750019546858,-0.0921391999957847,"G1","3",2273,1277,"18"
"HIP043.4227","SeuratProject",2713,1274,"H4","DC","11","3",0.0149269765407774,-0.112759633691492,"S","11",2267,1272,"3"
"HIP043.4238","SeuratProject",2493,1286,"H4","CD14 Monocyte","7","9",-0.0301233650089091,-0.0687439513872378,"G1","7",2211,1286,"9"
"HIP043.4243","SeuratProject",2461,1287,"H4","CD16 Monocyte","5","4",-0.0794197251591914,-0.0200354212350586,"G1","5",2226,1286,"4"
"HIP043.4247","SeuratProject",2409,1282,"H4","CD16 Monocyte","5","4",0.165826171483242,-0.0733672357880868,"S","5",2183,1281,"4"
"HIP043.4260","SeuratProject",2691,1274,"H4","CD14 Monocyte","3","1",-0.0692711337403273,-0.0481017683571428,"G1","3",2264,1273,"1"
"HIP043.4272","SeuratProject",2311,1280,"H4","CD16 Monocyte","5","0",-0.036576664752258,-0.0873597336697344,"G1","5",2159,1278,"0"
"HIP043.4274","SeuratProject",2569,1297,"H4","CD16 Monocyte","5","4",0.0433836818084209,0.0346643719062831,"S","5",2224,1296,"4"
"HIP043.4335","SeuratProject",2432,1312,"H4","CD16 Monocyte","5","16",0.0108695462097581,-0.0910386045897455,"S","5",2219,1312,"16"
"HIP043.4342","SeuratProject",2533,1320,"H4","CD14 Monocyte","3","16",0.0331532844255065,-0.122591678332003,"S","3",2234,1319,"16"
"HIP043.4358","SeuratProject",2957,1321,"H4","CD14 Monocyte","3","1",-0.0414659373595742,-0.112518552287673,"G1","3",2221,1312,"1"
"HIP043.4364","SeuratProject",2726,1327,"H4","CD14 Monocyte","3","1",-0.0757725236844265,-0.0543939756612601,"G1","3",2292,1320,"1"
"HIP043.4365","SeuratProject",2498,1328,"H4","CD16 Monocyte","10","8",-0.0428309547093074,0.0194546694434963,"G2M","10",2212,1328,"8"
"HIP043.4368","SeuratProject",2888,1313,"H4","CD14 Monocyte","3","1",-0.04911213139892,-0.0510540473234535,"G1","3",2292,1308,"1"
"HIP043.4371","SeuratProject",2502,1321,"H4","CD16 Monocyte","5","4",-0.0912644408266205,-0.11067544833357,"G1","5",2220,1320,"4"
"HIP043.4380","SeuratProject",2723,1335,"H4","CD16 Monocyte","5","4",-0.0110446302477362,0.0236256584261901,"G2M","5",2292,1333,"4"
"HIP043.4381","SeuratProject",2716,1329,"H4","CD14 Monocyte","3","1",-0.00704768447242521,-0.00354214867958583,"G1","3",2274,1324,"1"
"HIP043.4384","SeuratProject",2769,1307,"H4","CD14 Monocyte","7","18",0.147515132431633,-0.133479289193685,"S","7",2270,1303,"18"
"HIP043.4391","SeuratProject",2715,1330,"H4","DC","11","15",0.0211202697351651,-0.00403158679824384,"S","11",2282,1329,"15"
"HIP043.4392","SeuratProject",3020,1321,"H4","CD16 Monocyte","5","8",-0.0135202133170584,-0.134355008971064,"G1","5",2229,1309,"8"
"HIP043.4404","SeuratProject",2791,1334,"H4","CD14 Monocyte","3","1",-0.0772097380581182,-0.0125574283001104,"G1","3",2295,1326,"1"
"HIP043.4423","SeuratProject",2838,1345,"H4","CD14 Monocyte","7","2",-0.00653833907674288,0.00974015564416633,"G2M","7",2273,1335,"2"
"HIP043.4448","SeuratProject",2454,1354,"H4","CD14 Monocyte","7","18",0.087491848919796,-0.0787143392899254,"S","7",2220,1354,"18"
"HIP043.4452","SeuratProject",2804,1347,"H4","CD14 Monocyte","3","2",-0.0401231325572504,-0.129465699717532,"G1","3",2311,1341,"2"
"HIP043.4457","SeuratProject",2668,1340,"H4","CD16 Monocyte","5","4",-0.0096901583108033,-0.051191284492278,"G1","5",2262,1333,"4"
"HIP043.4466","SeuratProject",2728,1364,"H4","CD16 Monocyte","5","19",-0.022210114383709,-0.022714348754124,"G1","5",2304,1359,"19"
"HIP043.4487","SeuratProject",2645,1356,"H4","CD16 Monocyte","5","4",0.0435900464110371,-0.114759650450439,"S","5",2287,1354,"4"
"HIP043.4494","SeuratProject",2906,1351,"H4","CD14 Monocyte","3","1",-0.0395724883693222,0.00194392333801977,"G2M","3",2273,1346,"1"
"HIP043.4495","SeuratProject",2701,1374,"H4","CD16 Monocyte","5","4",-0.028744235510393,-0.0728057530227908,"G1","5",2280,1371,"4"
"HIP043.4504","SeuratProject",2625,1369,"H4","CD14 Monocyte","3","16",0.0333891506970776,-0.0455073958807392,"S","3",2281,1367,"16"
"HIP043.4508","SeuratProject",2583,1371,"H4","CD14 Monocyte","7","3",-0.0876852305995319,-0.112570132193078,"G1","7",2255,1371,"3"
"HIP043.4517","SeuratProject",2983,1376,"H4","CD16 Monocyte","5","4",-0.018153661161198,-0.0623182534050918,"G1","5",2219,1365,"4"
"HIP043.4519","SeuratProject",2861,1368,"H4","CD16 Monocyte","5","4",-0.0216943034601968,-0.0990947446407971,"G1","5",2284,1363,"4"
"HIP043.4525","SeuratProject",2849,1383,"H4","CD16 Monocyte","5","4",0.0521889361596687,-0.0183381994183623,"S","5",2293,1374,"4"
"HIP043.4535","SeuratProject",2547,1385,"H4","CD14 Monocyte","7","1",-0.000429463428234814,-0.113676884052334,"G1","7",2243,1384,"1"
"HIP043.4539","SeuratProject",2678,1365,"H4","CD16 Monocyte","5","19",0.0575414677226945,-0.0297340631478692,"S","5",2302,1361,"19"
"HIP043.4540","SeuratProject",2784,1383,"H4","CD14 Monocyte","3","3",-0.0851791805060771,-0.0718972251596668,"G1","3",2308,1379,"3"
"HIP043.4549","SeuratProject",2804,1388,"H4","CD14 Monocyte","3","11",-0.0393593531122574,-0.132924832033384,"G1","3",2304,1381,"11"
"HIP043.4550","SeuratProject",2704,1387,"H4","CD16 Monocyte","5","12",-0.0247760702688224,-0.114129143017232,"G1","5",2290,1387,"12"
"HIP043.4589","SeuratProject",2682,1395,"H4","CD14 Monocyte","7","2",-0.0263929054402901,-0.0907582496465448,"G1","7",2280,1391,"2"
"HIP043.4590","SeuratProject",2687,1415,"H4","CD14 Monocyte","3","1",0.0336227607060474,-0.0301256334983616,"S","3",2312,1409,"1"
"HIP043.4601","SeuratProject",2680,1405,"H4","CD16 Monocyte","5","19",-0.0823798231491919,-0.0972462879057613,"G1","5",2302,1402,"19"
"HIP043.4613","SeuratProject",3033,1426,"H4","CD14 Monocyte","3","16",-0.0418075323140207,-0.136967600773551,"G1","3",2277,1417,"16"
"HIP043.4625","SeuratProject",2849,1430,"H4","CD16 Monocyte","5","19",-0.0465028529537658,-0.105140871297647,"G1","5",2317,1418,"19"
"HIP043.4628","SeuratProject",2877,1443,"H4","CD16 Monocyte","5","8",-0.0566788533794336,-0.100511427474738,"G1","5",2325,1435,"8"
"HIP043.4656","SeuratProject",3116,1438,"H4","CD14 Monocyte","3","1",-0.0831828640959581,-0.110016843631194,"G1","3",2297,1424,"1"
"HIP043.4672","SeuratProject",3318,1437,"H4","CD14 Monocyte","3","18",-0.0388604736575865,-0.0306865830921513,"G1","3",2326,1401,"18"
"HIP043.4685","SeuratProject",3497,1475,"H4","CD16 Monocyte","5","4",0.0089449950386367,-0.0654765926933797,"S","5",2373,1446,"4"
"HIP043.4705","SeuratProject",3393,1469,"H4","CD14 Monocyte","3","16",-0.0463530618794586,-0.0584262366091409,"G1","3",2369,1429,"16"
"HIP043.4710","SeuratProject",2780,1477,"H4","CD16 Monocyte","10","12",-0.0441700433068994,-0.138063009121479,"G1","10",2323,1471,"12"
"HIP043.4711","SeuratProject",3107,1480,"H4","CD16 Monocyte","5","4",-0.0128450363001794,-0.0838321096160844,"G1","5",2295,1470,"4"
"HIP043.4735","SeuratProject",2829,1479,"H4","CD16 Monocyte","5","4",-0.00738590949283302,-0.0643804957652376,"G1","5",2322,1476,"4"
"HIP043.4742","SeuratProject",3440,1483,"H4","CD14 Monocyte","3","18",-0.0361295939602159,-0.0792425314747728,"G1","3",2377,1450,"18"
"HIP043.4745","SeuratProject",3174,1485,"H4","CD14 Monocyte","3","1",-0.0627612371552104,-0.0667026271428097,"G1","3",2341,1474,"1"
"HIP043.4761","SeuratProject",3470,1505,"H4","CD14 Monocyte","3","1",-0.083886993707921,-0.0863889028594841,"G1","3",2389,1458,"1"
"HIP043.4766","SeuratProject",3438,1496,"H4","CD14 Monocyte","3","18",-0.0549798030862554,-0.0640231406678095,"G1","3",2370,1459,"18"
"HIP043.4789","SeuratProject",3092,1506,"H4","CD16 Monocyte","5","19",-0.0939973977356885,-0.0173351712345611,"G1","5",2278,1485,"19"
"HIP043.4790","SeuratProject",3379,1468,"H4","CD14 Monocyte","3","2",-0.0967651019533427,-0.0864601808121981,"G1","3",2347,1427,"2"
"HIP043.4792","SeuratProject",3883,1508,"H4","CD14 Monocyte","3","1",-0.04096867389024,-0.106067209803246,"G1","3",2442,1406,"1"
"HIP043.4793","SeuratProject",2984,1520,"H4","CD16 Monocyte","10","12",0.0688981045616807,-0.0897704748708734,"S","10",2280,1517,"12"
"HIP043.4797","SeuratProject",2737,1523,"H4","CD16 Monocyte","5","12",0.133455756975928,0.00818826931931776,"S","5",2354,1517,"12"
"HIP043.4802","SeuratProject",3005,1531,"H4","CD16 Monocyte","10","8",-0.00443210834621573,-0.14023709624636,"G1","10",2280,1522,"8"
"HIP043.4804","SeuratProject",3354,1519,"H4","CD16 Monocyte","5","12",-0.0336770504379423,-0.105676379777291,"G1","5",2354,1485,"12"
"HIP043.4816","SeuratProject",3085,1512,"H4","CD16 Monocyte","5","4",-0.0166202950430735,-0.0648075790773472,"G1","5",2299,1490,"4"
"HIP043.4817","SeuratProject",3233,1541,"H4","CD16 Monocyte","5","4",-0.0346057206484479,-0.0392281328217038,"G1","5",2330,1513,"4"
"HIP043.4821","SeuratProject",3014,1525,"H4","DC","11","3",-0.068743526779015,0.0351164149010455,"G2M","11",2299,1518,"3"
"HIP043.4822","SeuratProject",3240,1539,"H4","CD14 Monocyte","3","18",-0.0252294548559579,-0.0895544753375196,"G1","3",2338,1510,"18"
"HIP043.4826","SeuratProject",3218,1535,"H4","CD16 Monocyte","5","19",-0.0536457852956201,-0.0242096688282102,"G1","5",2340,1511,"19"
"HIP043.4831","SeuratProject",3020,1543,"H4","CD16 Monocyte","5","16",-0.0331448072285965,-0.0219191879367679,"G1","5",2308,1535,"16"
"HIP043.4835","SeuratProject",3131,1546,"H4","CD16 Monocyte","5","0",0.016201831304938,-0.0969457103921879,"S","5",2308,1530,"0"
"HIP043.4836","SeuratProject",3075,1543,"H4","CD14 Monocyte","3","18",0.0174410544091131,0.00446988246744173,"S","3",2316,1522,"18"
"HIP043.4837","SeuratProject",3352,1538,"H4","CD16 Monocyte","5","8",-0.0936287782092563,-0.0221352110067752,"G1","5",2377,1510,"8"
"HIP043.4842","SeuratProject",3190,1548,"H4","CD16 Monocyte","5","4",-0.10007084043957,-0.0890083536913257,"G1","5",2321,1526,"4"
"HIP043.4850","SeuratProject",3451,1551,"H4","CD14 Monocyte","3","1",-0.0515389181113459,-0.0574814495693317,"G1","3",2408,1508,"1"
"HIP043.4853","SeuratProject",3258,1556,"H4","CD16 Monocyte","10","4",0.109862844424272,-0.0656145823554932,"S","10",2344,1538,"4"
"HIP043.4854","SeuratProject",3680,1554,"H4","CD16 Monocyte","5","19",-0.0778006041476074,-0.0603669947301391,"G1","5",2438,1487,"19"
"HIP043.4862","SeuratProject",3321,1559,"H4","CD16 Monocyte","5","4",-0.0259233425315762,-0.00424266504543147,"G1","5",2366,1524,"4"
"HIP043.4866","SeuratProject",3397,1545,"H4","CD14 Monocyte","3","1",-0.00130221443542451,-0.035694655909406,"G1","3",2392,1514,"1"
"HIP043.4869","SeuratProject",3101,1538,"H4","CD14 Monocyte","3","18",-0.0790972568828586,0.00353833329713893,"G2M","3",2330,1525,"18"
"HIP043.4873","SeuratProject",3139,1561,"H4","CD16 Monocyte","5","8",-0.0139287452969889,-0.0415140703497243,"G1","5",2306,1542,"8"
"HIP043.4875","SeuratProject",3486,1556,"H4","CD16 Monocyte","5","4",0.0144547936729831,-0.0963642553234032,"S","5",2380,1514,"4"
